Category_Character;Category_Name;Group_Number;Group_Name;Disease;OMIM;OMIM.link;HPO.link;Gene;Function;Incidence;Artefact disclaimer;Metabolite;HMDB.code;HMDB.link;M/z;Isobaric_compounds;Isobaric_Compounds_Names;Biomarker_PathwayPosition_BodyFluid;Biomarker_PathwayPosition_BodyFluid_Weight;Change;Change_Weight;Importance;Importance_Weight;Total_Weight;Absolute_Weight;Dispensability;Zscore_Cutoff;Diagnosis_Blood
A;Disorders of nitrogen-containing compounds;2;Disorders of purine metabolism;Xanthinuria type I;278300;https://omim.org/entry/278300;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:278300;XDH;Enzyme;Estimated 1:6.000-1:69.000;No possible artefacts to report;Hypoxanthine;HMDB00157;http://www.hmdb.ca/metabolites/HMDB00157;136.1115;No;NA;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;Guanidinoacetic acid;HMDB00128;http://www.hmdb.ca/metabolites/HMDB00128;117.1066;No;NA;Product;3;Decrease;-1.5;Critical;5;-22.5;22.5;Indispensable;-2.0;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;Guanidinoacetic acid;HMDB00128;http://www.hmdb.ca/metabolites/HMDB00128;117.1066;No;NA;Plasma;2;Decrease;-1.5;Critical;5;-15;15;Indispensable;-2.0;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;Guanidinoacetic acid;HMDB00128;http://www.hmdb.ca/metabolites/HMDB00128;117.1066;No;NA;Urine;1;Decrease;-1.5;Critical;5;-7.5;7.5;Indispensable;-2.0;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;Ornithine;HMDB00214;http://www.hmdb.ca/metabolites/HMDB00214;132.161;Yes;D-Ornithine;Product;3;Decrease;-1.5;Supportive;1;-4.5;4.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;Urine;1;Decrease;-1.5;Important influence;3;-4.5;4.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;L-Arginine;HMDB00517;http://www.hmdb.ca/metabolites/HMDB00517;174.201;Yes;D-Arginine;Substrate;3;Increase;1;Supportive;1;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Arginine:glycine amidinotransferase deficiency;612718;https://omim.org/entry/612718;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612718;GATM;Enzyme;Estimated ~20 cases;No possible artefacts to report;Glycine;HMDB00123;http://www.hmdb.ca/metabolites/HMDB00123;75.0666;No;NA;Substrate;3;Increase;1;Supportive;1;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Creatine transporter deficiency;300352;https://omim.org/entry/300352;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300352;SLC6A8;Transporter;Estimated ~150 cases;Urinary transporter, difficult diagnosis in blood;Creatinine;HMDB00562;http://www.hmdb.ca/metabolites/HMDB00562;113.1179;No;NA;Urine;1;Decrease;-1.5;Critical;5;-7.5;7.5;Indispensable;-1.0;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Creatine transporter deficiency;300352;https://omim.org/entry/300352;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300352;SLC6A8;Transporter;Estimated ~150 cases;Urinary transporter, difficult diagnosis in blood;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Creatine transporter deficiency;300352;https://omim.org/entry/300352;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300352;SLC6A8;Transporter;Estimated ~150 cases;Urinary transporter, difficult diagnosis in blood;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;CSF;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Creatine transporter deficiency;300352;https://omim.org/entry/300352;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300352;SLC6A8;Transporter;Estimated ~150 cases;Urinary transporter, difficult diagnosis in blood;CreatineTransporter-DiagRatio-Creatine/Creatinine;HMDB0CM01;http://www.hmdb.ca/metabolites/HMDB0CM01;NA_Ratio_0CM01;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Creatine transporter deficiency;300352;https://omim.org/entry/300352;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300352;SLC6A8;Transporter;Estimated ~150 cases;Urinary transporter, difficult diagnosis in blood;Creatinine;HMDB00562;http://www.hmdb.ca/metabolites/HMDB00562;113.1179;No;NA;Plasma;2;Decrease;-1.5;Critical;5;-15;5;Indispensable;-1.0;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Creatine transporter deficiency;300352;https://omim.org/entry/300352;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300352;SLC6A8;Transporter;Estimated ~150 cases;Urinary transporter, difficult diagnosis in blood;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Creatine transporter deficiency;300352;https://omim.org/entry/300352;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300352;SLC6A8;Transporter;Estimated ~150 cases;Urinary transporter, difficult diagnosis in blood;CreatineTransporter-DiagRatio-Creatine/Creatinine;HMDB0CM01;http://www.hmdb.ca/metabolites/HMDB0CM01;NA_Ratio_0CM01;No;NA;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Guanidinoacetic acid;HMDB00128;http://www.hmdb.ca/metabolites/HMDB00128;117.1066;No;NA;Substrate;3;Increase;1;Critical;5;15;15;Indispensable;2.5;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;Product;3;Decrease;-1.5;Important influence;3;-13.5;13.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Guanidinoacetic acid;HMDB00128;http://www.hmdb.ca/metabolites/HMDB00128;117.1066;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;2.5;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Guanidinoacetic acid;HMDB00128;http://www.hmdb.ca/metabolites/HMDB00128;117.1066;No;NA;Urine;1;Increase;1;Critical;5;5;5;Indispensable;2.5;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Creatine;HMDB00064;http://www.hmdb.ca/metabolites/HMDB00064;131.1332;Yes;Beta-Guanidinopropionic acid;Urine;1;Decrease;-1.5;Important influence;3;-4.5;4.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Creatinine;HMDB00562;http://www.hmdb.ca/metabolites/HMDB00562;113.1179;No;NA;CSF;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Creatinine;HMDB00562;http://www.hmdb.ca/metabolites/HMDB00562;113.1179;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;4;Disorders of creatine metabolism;Guanidinoacetate methyltransferase deficiency;612736;https://omim.org/entry/612736;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:612736;GAMT;Enzyme;Estimated ~100 cases;No possible artefacts to report;Creatinine;HMDB00562;http://www.hmdb.ca/metabolites/HMDB00562;113.1179;No;NA;Urine;1;Decrease;-1.5;Supportive;1;-1.5;1.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;5;Disorders of choline metabolism;Dimethylglycine dehydrogenase deficiency;605850;https://omim.org/entry/605850;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:605850;DMGDH;Enzyme;Estimated ~ 1 case;No possible artefacts to report;Dimethylglycine;HMDB00092;http://www.hmdb.ca/metabolites/HMDB00092;103.1198;Yes;"Aminoisobutanoic acid; Gamma-aminobutyric acid; N-Ethylglycine; 3-Aminobutanoic acid; Aminoisobutyric acid; L- and D-alpha-aminobutyric acid";Only biomarker;5;Increase;1;Critical;5;25;25;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;5;Disorders of choline metabolism;Dimethylglycine dehydrogenase deficiency;605850;https://omim.org/entry/605850;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:605850;DMGDH;Enzyme;Estimated ~ 1 case;No possible artefacts to report;Dimethylglycine;HMDB00092;http://www.hmdb.ca/metabolites/HMDB00092;103.1198;Yes;"Aminoisobutanoic acid; Gamma-aminobutyric acid; N-Ethylglycine; 3-Aminobutanoic acid; Aminoisobutyric acid; L- and D-alpha-aminobutyric acid";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;5;Disorders of choline metabolism;Dimethylglycine dehydrogenase deficiency;605850;https://omim.org/entry/605850;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:605850;DMGDH;Enzyme;Estimated ~ 1 case;No possible artefacts to report;Dimethylglycine;HMDB00092;http://www.hmdb.ca/metabolites/HMDB00092;103.1198;Yes;"Aminoisobutanoic acid; Gamma-aminobutyric acid; N-Ethylglycine; 3-Aminobutanoic acid; Aminoisobutyric acid; L- and D-alpha-aminobutyric acid";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;5;Disorders of choline metabolism;Trimethylaminuria;602079;https://omim.org/entry/602079;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:602079;"FMO1; FMO2; FMO3; FMO4; FMO5";Enzyme;Estimated 1:40,000;Might be an artefact caused by the use of carnitine and/or metronidazole;Trimethylamine N-oxide;HMDB00925;http://www.hmdb.ca/metabolites/HMDB00925;75.1097;No;NA;Only biomarker;5;Increase;1;Critical;5;25;25;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;5;Disorders of choline metabolism;Trimethylaminuria;602079;https://omim.org/entry/602079;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:602079;"FMO1; FMO2; FMO3; FMO4; FMO5";Enzyme;Estimated 1:40,000;Might be an artefact caused by the use of carnitine and/or metronidazole;Trimethylamine N-oxide;HMDB00925;http://www.hmdb.ca/metabolites/HMDB00925;75.1097;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;5;Disorders of choline metabolism;Trimethylaminuria;602079;https://omim.org/entry/602079;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:602079;"FMO1; FMO2; FMO3; FMO4; FMO5";Enzyme;Estimated 1:40,000;Might be an artefact caused by the use of carnitine and/or metronidazole;Trimethylamine N-oxide;HMDB00925;http://www.hmdb.ca/metabolites/HMDB00925;75.1097;No;NA;Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;5-Oxoprolinase deficiency;260005;https://omim.org/entry/260005;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:260005;OPLAH;Enzyme;Estimated ~8 cases;Might be an artefact caused by use of paracetamol;Pyroglutamic acid;HMDB00267;http://www.hmdb.ca/metabolites/HMDB00267;129.114;Yes;"Pyrrolidonecarboxylic acid; Pyrroline hydroxycarboxylic acid; 1-Pyrroline-4-hydroxy-2-carboxylate; N-Acryloylglycine; 5-Oxoprolinate";Substrate;3;Increase;1;Critical;5;15;15;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;5-Oxoprolinase deficiency;260005;https://omim.org/entry/260005;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:260005;OPLAH;Enzyme;Estimated ~8 cases;Might be an artefact caused by use of paracetamol;Pyroglutamic acid;HMDB00267;http://www.hmdb.ca/metabolites/HMDB00267;129.114;Yes;"Pyrrolidonecarboxylic acid; Pyrroline hydroxycarboxylic acid; 1-Pyrroline-4-hydroxy-2-carboxylate; N-Acryloylglycine; 5-Oxoprolinate";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;5-Oxoprolinase deficiency;260005;https://omim.org/entry/260005;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:260005;OPLAH;Enzyme;Estimated ~8 cases;Might be an artefact caused by use of paracetamol;L-Glutamic acid;HMDB00148;http://www.hmdb.ca/metabolites/HMDB00148;147.1293;Yes;"D-Glutamic acid; DL-Glutamate; N-Methyl-D-aspartic acid; N-Acetylserine; L-4-Hydroxyglutamate semialdehyde";Product;3;Decrease;-1.5;Supportive;1;-4.5;4.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;Glutathione synthetase deficiency;266130;https://omim.org/entry/266130;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266130;GSS;Enzyme;Estimated ~70 cases;No possible artefacts to report;Pyroglutamic acid;HMDB00267;http://www.hmdb.ca/metabolites/HMDB00267;129.114;Yes;"Pyrrolidonecarboxylic acid; Pyrroline hydroxycarboxylic acid; 1-Pyrroline-4-hydroxy-2-carboxylate; N-Acryloylglycine; 5-Oxoprolinate";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;Glutathione synthetase deficiency;266130;https://omim.org/entry/266130;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266130;GSS;Enzyme;Estimated ~70 cases;No possible artefacts to report;Pyroglutamic acid;HMDB00267;http://www.hmdb.ca/metabolites/HMDB00267;129.114;Yes;"Pyrrolidonecarboxylic acid; Pyrroline hydroxycarboxylic acid; 1-Pyrroline-4-hydroxy-2-carboxylate; N-Acryloylglycine; 5-Oxoprolinate";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;Glutathione synthetase deficiency;266130;https://omim.org/entry/266130;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266130;GSS;Enzyme;Estimated ~70 cases;No possible artefacts to report;Glutathione;HMDB00125;http://www.hmdb.ca/metabolites/HMDB00125;307.323;No;NA;Product;3;Decrease;-1.5;Supportive;1;-4.5;4.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;Glutathione synthetase deficiency;266130;https://omim.org/entry/266130;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266130;GSS;Enzyme;Estimated ~70 cases;No possible artefacts to report;Glycine;HMDB00123;http://www.hmdb.ca/metabolites/HMDB00123;75.0666;No;NA;Substrate;3;Increase;1;Supportive;1;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;6;Disorders of glutathione metabolism;Glutathione synthetase deficiency;266130;https://omim.org/entry/266130;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266130;GSS;Enzyme;Estimated ~70 cases;No possible artefacts to report;Cysteinylglycine;HMDB00078;http://www.hmdb.ca/metabolites/HMDB00078;178.21;Yes;"Cysteinyl-Glycine; Glycyl-Cysteine";Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
